mass	P1_500μC-N	P1_2000μC-N	P1_5000μC-N	P1_10000μC-N	P1_15000μC-N	P2_500μC-N	P2_2000μC-N	P2_5000μC-N	P2_10000μC-N	P2_15000μC-N	P3_500μC-N	P3_2000μC-N	P3_5000μC-N	P3_10000μC-N	P3_15000μC-N
84	21.328975613960615	-5.698454214888151	-6.6795239949529615	-5.672974250443994	-6.391553291793811	21.031203448811297	-6.556170569295879	-6.0325810166772555	-6.670347263355118	-6.546487314166568	30.85428132888458	-6.673901733717727	-6.150140223223451	-5.87128701790859	-4.271039501232976
85	20.50463332337648	-6.322457821801233	-6.185525082100027	-5.09602309049332	-5.723385155654473	27.841860048091792	-6.109992917607857	-6.365167310248474	-5.538549703446704	-5.798462901429633	20.790783085042065	-6.198415995784204	-6.445658272519567	-4.950033636616952	-4.403604568807914
86	16.494608980471618	-5.067079257574003	-4.064791473963093	-4.122758941693112	-4.087334637797864	22.577673048004492	-5.975557613279557	-5.688708797173363	-5.217593073281145	-4.671890569139854	19.541789928344265	-5.998441903289677	-5.699088030739532	-4.973245984810856	-3.0475816740783324
87	13.905344869371143	-3.4144212360454875	-3.376082095154221	-2.4327920311826454	-2.4464366008542355	9.185962010925838	-2.983436766396421	-2.202939330181388	-1.4946721816059714	-5.14072047866474	15.60210519670443	-3.697765021760642	-3.8339952277858202	-4.356646685441302	-3.313504421928515
88	9.668539403777773	-3.053486164178108	-3.255674955893259	-3.75384756093933	-2.8618316060093707	12.364435112052004	-3.9583214878260815	-2.995050725621713	-1.85742709393031	-2.989839141341304	13.385313649145495	-2.8182801349010926	-2.9911747526997203	-2.1338494385180264	-2.7495051031169617
89	16.546871053318927	-2.889008827435393	-2.221956201715076	-4.857848581884565	-3.5305431921344113	9.352319247298206	-5.634087268682775	-3.958853908736547	-2.4051473086009576	-4.580572739278925	15.668917478931364	-4.05313876991551	-3.8439024089454628	-2.7293265331768044	-0.8637220390420492
90	7.551183543192283	-2.1499521728065414	-3.002902971841832	-2.2785527562260635	-1.7974352215946892	8.679939646866421	-3.0438671603941665	-3.517093421756318	-1.9805276021023561	-2.156275946886071	12.281812866593254	-3.009394725860141	-2.9926167559942036	-2.1917936430479963	-0.3925236781415681
91	4.997040934189407	-5.056876510260489	1.3121569651080898	-1.3006339130014124	2.4393398192511757	4.918901687194907	-3.0158825678711887	-0.510119333627508	3.3131906867288423	-3.3387027604142165	6.681566653015324	-3.9252721427518225	-6.056979417803586	-1.5660791073884213	1.1083490076308944
92	7.401119706912386	-1.6764000827078693	-4.065968815085453	-2.7126599490378283	-2.906651017785325	9.46255950539298	-1.4155238081341839	-2.1732304936332887	-2.1424088872127895	-2.342446919064621	9.799570821397298	0.28664280348252175	-2.9580408577318766	-1.4385211601724277	-3.1180408466194858
93	12.07444083665778	-2.48327056918963	-1.8488594906785967	-3.0324591258586806	-2.370546402855873	10.267284702661817	-3.0481741578227877	-0.9028069486628416	-2.756347492397904	-1.9559747895458854	5.885524365917308	-1.613598670893238	-4.647055778767504	-1.534424673119735	-2.0337318054442024
