Mass (u)	P1_2000μC-P	P1_500μC-P	P1_5000μC-P	P1_10000μC-P	P1_15000μC-P	P2_2000μC-P	P2_500μC-P	P2_5000μC-P	P2_10000μC-P	P2_15000μC-P	P3_2000μC-P	P3_500μC-P	P3_5000μC-P	P3_10000μC-P	P3_15000μC-P
736	0.21313848857148307	0.19004189394161142	0.22649139719649983	0.21511821058377473	0.21185337310851884	0.20438441833757368	0.149334854515777	0.2206341010825142	0.22829482460525227	0.2257952535653049	0.23815820275763439	0.14492177828330471	0.21728846416440967	0.21504377866678123	0.2017877930708057
737	0.19449786639416336	0.14555534993198654	0.19883836447348868	0.1791128325388077	0.19298632862010615	0.21364083326135908	0.12726756461049096	0.19388830675452198	0.18553982884667736	0.17237916176483764	0.19361481446243142	0.16338375539252775	0.18927888107538376	0.21470594999968312	0.16668313226925333
738	0.22859850900227155	0.19043398058709504	0.2683825451390959	0.24202477310533568	0.2561931971771077	0.27471757205174646	0.2354777256121845	0.2673929566015132	0.26049094660954314	0.240009461636256	0.24561782293086853	0.20860870273034446	0.2455675667413822	0.23780490218889208	0.2455643046539999
739	0.24968294049092005	0.15929466354015206	0.2371782094495746	0.19880145943468103	0.20401588857805525	0.21424305748702133	0.19342330361424642	0.242267738352976	0.22672809421541745	0.1992306098386029	0.22433246040278151	0.18770745909347444	0.2228279198493126	0.21342501542725176	0.19785835587566714
740	0.1811302916064363	0.07952576189241979	0.19111700527494258	0.1937606267234457	0.20589228135483809	0.17804193405388746	0.09328998699653038	0.20099957750686795	0.19761743165891804	0.1888238451851469	0.19373261064639108	0.11687837547267482	0.1745865989790456	0.18116672006471599	0.1805291043530049
741	0.18708949071020925	0.14658629377952567	0.20315593686620767	0.1920365759229673	0.18032017391997915	0.2286401411241047	0.10464984377927856	0.19796209704554824	0.17915045134668617	0.16539392190937743	0.18559733969071052	0.15233559076916087	0.20293347603457867	0.18726402394413982	0.18004228051736434
742	0.18364870931598173	0.14748020980563958	0.21819807626764645	0.2158326848503972	0.21652136639284567	0.1888273187250541	0.14621640256872495	0.21083904117635985	0.2292545037755067	0.20508509664340369	0.2056515554487218	0.10033495639597108	0.19040916319141007	0.2296488027606539	0.206559558037325
743	0.25160711675678415	0.2193550190278771	0.25925724410666023	0.24804771547978935	0.23896541667529073	0.273399982116842	0.24760677518668925	0.2776303906125629	0.25292277626812476	0.23970583934245887	0.24127608689057745	0.2010399458063984	0.26555279192327086	0.24357535060453436	0.24028911128236755
744	0.23426937966461725	0.1788843714805519	0.23340483451650898	0.20094815724576237	0.20496926579434793	0.22660888693909367	0.16589709212377884	0.22943572823569255	0.21283750964951526	0.20733732794688073	0.2221746765338344	0.15178702482522266	0.2561489910145052	0.21068436307354585	0.2007946174019405
745	0.19022218801178117	0.22508395181577232	0.1689042237854717	0.1892117558517741	0.18267273383657648	0.23503208389482336	0.16465792829401246	0.21201093778936683	0.16863587926143497	0.16654452658766758	0.21440738219171496	0.18118704516055106	0.2304714540938565	0.18485906591101126	0.17533875358681386
746	0.22604025778679004	0.17788503743131753	0.23169588140345168	0.21889919748281392	0.21016275601753073	0.22882531020513935	0.17230600662788212	0.2098214837159736	0.21521563481589132	0.22397875179623425	0.22211184395673342	0.1365298213782554	0.2177816234521601	0.21989330083250794	0.1896014176040953
747	0.1960580010799397	0.1339384513140606	0.19866643109905888	0.1977828324101168	0.17094077712249162	0.2342984086032302	0.1571201607553499	0.19339724062115032	0.1783246124207198	0.1878450973830162	0.19009830830754842	0.21563551539001286	0.19550904942401184	0.17110135955912226	0.1940126846128425
748	0.1773696792768218	0.11260740911559092	0.19838328733242994	0.2055339927149803	0.19818702919196834	0.22250146826603953	0.17886107290962416	0.18824907756778064	0.18865089067614169	0.21152201675265	0.20855011453664665	0.13846482914581998	0.19646214907314097	0.17967045151578023	0.1866100664314918
749	0.17372596213362804	0.07606895519344244	0.1735564204670786	0.17512222118802007	0.1522395112570568	0.17030057272069685	0.18215053881561122	0.16220448511224525	0.17541742143423927	0.17550124686467497	0.17070573276206769	0.13692307614289215	0.15324518279193367	0.17652690360919163	0.1609016940387989
750	0.1797506090230615	0.08921005429597827	0.19450846307563563	0.19140842500347888	0.16233265735506913	0.1889189381020767	0.09553220951414913	0.18695285203810172	0.17415853737176581	0.18010662070822497	0.18146631288020262	0.10969498798148451	0.1785942827728671	0.18656793459297066	0.16435642729045827
751	0.19534308132841463	0.2326793516037304	0.21467226073244172	0.20580790843334498	0.20825282618519508	0.228837366739186	0.1761891425189762	0.23245776034114365	0.2065242490742352	0.20955351117126242	0.20732759533190007	0.26117948376445094	0.21923652408531039	0.21017847663357386	0.18087099563431625
752	0.19638649694990964	0.16540782078924413	0.21201428337762804	0.18715651691811303	0.19626970519633133	0.22183264307916734	0.14130059954091653	0.2126916705850653	0.20194711522189157	0.20644287073970494	0.1947193724956897	0.11589148059059845	0.19936612729393716	0.1790696814270961	0.1741111219020454
753	0.22505514712541558	0.21192893743913727	0.1798583241107001	0.16664534700784334	0.17743017102534964	0.21311262046342952	0.22694738077290158	0.20373305532097663	0.16955581955024296	0.19769994617536896	0.17771927280612673	0.19073345863846078	0.16876343758920515	0.17992135202674042	0.1481293267025866
754	0.18851039008713247	0.12640163890132922	0.19762973334157394	0.20214481945949636	0.19655982979192987	0.19833907331323689	0.12761807410407955	0.18929342789776676	0.19567330503437516	0.2043531435755051	0.1839246049449954	0.09790961721922413	0.19679131033771333	0.2021142028098652	0.197907635169743
755	0.2011880587393823	0.14563289326946058	0.20411338068741952	0.19757031454107798	0.18900548823685456	0.2053687495791776	0.11443773023565172	0.20399501288186966	0.1875782124768589	0.16166424648425662	0.198810919602088	0.09385946351180204	0.2024085221458821	0.20050631373669023	0.17013467545460692
756	0.36343754669558437	0.030285748304174513	0.3598952060588765	0.3376058289804305	0.32549914911603633	0.3284015319352586	0.028086920875626087	0.3638309198664763	0.3410819819729213	0.27532451654519186	0.3806998399758059	0.029440826431597282	0.3697362826373458	0.3433555732888391	0.33546361156743737
757	0.2824498886721726	0.02884870381517126	0.2365449199794884	0.1781877160299445	0.15598553981540364	0.3432193075182733	0.03089321820912289	0.2525027684348827	0.19301675615880814	0.13270561457672614	0.23471666066127278	0.01499009295240973	0.2806009166181897	0.22110372513181983	0.1791178543205576
758	0.21505074896162454	0.06907537341455527	0.206806787205217	0.19731334030162917	0.18931582685872972	0.19634164497951648	0.0640604566008805	0.21641756361031148	0.19824310791547303	0.16515801734204102	0.2082160946957635	0.056750651614791606	0.21692308671951702	0.19904945122894055	0.19066371869412693
