Mass (u)	P1_2000μC-N	P1_500μC-N	P1_5000μC-N	P1_10000μC-N	P1_15000μC-N	P2_2000μC-N	P2_500μC-N	P2_5000μC-N	P2_10000μC-N	P2_15000μC-N	P3_2000μC-N	P3_500μC-N	P3_5000μC-N	P3_10000μC-N	P3_15000μC-N
10	0.0	0.0	0.0	0.0	3.000022888416427	3.000022888416427	0.0	1.0000076294721425	0.0	2.000015258944285	1.0000076294721425	1.0000076294721425	1.0000076294721425	0.0	1.0000076294721425
11	4.000030517888569	0.0	3.000022888416427	3.000022888416427	5.000038147360711	2.000015258944285	2.000015258944285	5.000038147360711	4.000030517888569	5.000038147360711	3.000022888416427	2.000015258944285	3.000022888416427	0.0	6.000045776832854
12	24231.007651634493	32209.927352774976	27014.286478183167	30654.876737031544	31779.956480828703	26312.39141968757	31385.9388847397	27986.22335426283	30659.8014484407	30531.542650504707	26604.28085700385	31840.2187698376	27387.480381830712	30163.8608806338	31071.937703073854
13	64267.76292905334	41283.72541750796	71786.82254845451	76766.5200787765	77688.57867350063	72513.0830681521	38306.96468157012	73071.3042959556	75437.32996652804	74855.8422061117	73146.72161423223	40814.03278700611	73262.50956544468	76816.75766143468	75316.6293094606
14	10370.944764066418	2899.947327149853	11174.66982610511	11179.56231314854	10646.435387426642	12196.627252064927	2390.3926472634826	11326.311632337663	11187.730629601185	10469.144710318236	12319.492749267503	2800.4022549524275	11901.133064426143	11569.96045199204	10517.07155089906
15	1376.7773303325905	116.0119189149282	1477.0324895798528	1757.8911420806471	1778.930141518255	1738.7946274678852	95.00676800632876	1719.737642613787	1851.1934564754504	1775.9138414354948	1657.549358081472	108.01097273246444	1641.5131401323065	1701.6871257387495	1732.757994902224
16	220352.7397986651	280866.2102180352	202969.0750797651	198366.7551034529	184638.5723902156	208526.8352995273	266820.0601830791	208436.87998349	198394.07582402907	186927.8541307824	206610.3017099292	277921.7055921847	202738.4671403381	198340.6202623269	182201.38444479805
17	190347.5540391392	117256.63794513368	184996.7427912701	179159.14514744747	166782.07064198286	198613.4528948396	103732.7590454685	193576.8337994442	182621.38444753576	168294.65261836653	195767.28168314183	114244.9175774394	191751.6465027733	183532.59094421187	164808.0884893063
18	561.2712659327336	606.3321155483226	488.2050638811533	517.2320320562534	457.1735794549858	534.2483178620013	571.2973882814093	510.22795794612233	511.21976543416935	524.230508761706	532.2499663071353	669.4105220437796	509.2248355682744	530.2352566794984	416.15132505016425
19	14633.37671351192	43682.25775492769	11299.801624626907	10010.95933866966	8588.134857989535	13979.938633153464	42022.794335257626	12395.72791699372	10431.297625447523	8767.226013340127	14747.555337317595	42110.33041194638	12510.039009248208	10762.85477343057	8857.967849936995
20	3.000022888416427	3.000022888416427	7.000053406304996	7.000053406304996	3.000022888416427	4.000030517888569	3.000022888416427	6.000045776832854	4.000030517888569	7.000053406304996	3.000022888416427	6.000045776832854	8.000076295031871	5.000038147360711	6.000045776832854
